IsBadBuy,VehicleAge,WheelTypeID,VehOdo,MMRCurrentAuctionCleanPrice,VehBCost,WarrantyCost
0,2,1,75509,9705,6700,1974
0,5,1,56426,11260,11235,837
0,3,2,64891,4498,4100,533
0,4,NULL,54871,5595,6235,671
0,2,NULL,49304,8875,7035,693
0,2,NULL,69101,9757,7935,923
0,6,1,79245,8919,9700,1689
0,3,1,77818,7758,5900,686
0,6,1,84419,0,6100,1933
0,6,1,59520,8899,9200,1137
0,3,2,76246,7941,6800,1038
0,3,2,78633,7584,5500,1506
0,2,2,85145,9866,7000,1763
0,7,1,32278,4330,4400,1182
0,2,2,64517,10305,10200,1215
0,6,1,72230,7273,8900,2391
0,4,1,68197,5719,5900,1703
0,3,2,38742,7941,7900,702
0,5,1,65892,9138,7900,1508
0,2,2,64215,8290,7600,1801
0,2,1,84001,15268,8300,983
0,6,2,81159,3725,4200,2452
0,2,1,76892,8275,7600,1272
0,3,2,48090,6371,5300,975
0,2,2,73105,8348,6900,1038
0,4,1,67914,5974,5935,533
0,3,2,64877,9407,7335,728
0,3,1,61481,10523,7335,1703
0,4,1,79712,11226,8535,1272
0,2,2,67956,10917,10300,1215
0,6,1,83462,7794,8200,1893
0,5,2,79962,4231,5900,1506
0,3,1,76030,7877,5335,1155
0,4,1,69506,6104,5335,1020
0,3,3,76825,8565,7600,2091
0,3,1,82176,7681,6535,2282
0,9,1,79595,7283,8535,1923
0,9,2,78316,2871,4300,1806
0,2,2,76179,9530,6900,1155
0,3,2,62698,8398,7000,923
0,4,2,82299,8235,6835,2152
0,3,1,57267,12858,9400,671
0,5,1,51873,7771,7535,920
0,2,2,47442,7703,6200,975
0,4,2,69038,7982,6235,1411
0,4,2,78876,7250,6335,1623
0,3,1,68758,9925,6535,923
0,5,2,79440,7093,5900,1506
0,5,1,69590,7681,8035,630
0,3,1,70607,9807,6700,1038
0,6,1,80070,4449,3900,1243
0,9,2,47937,3505,3600,1769
0,2,2,59713,12057,9700,1086
0,9,1,93429,3124,3100,1930
0,5,1,82552,9472,8300,1503
0,6,1,80905,8752,8300,1503
0,6,1,58602,5103,5700,671
0,5,1,52141,7264,7200,1003
0,2,2,67127,10925,8900,630
0,2,2,61245,12057,9700,1215
0,8,1,91619,4021,4200,1930
0,2,2,52123,9677,8300,920
0,4,2,65116,10801,9200,1215
0,6,1,76931,8489,7800,803
0,3,2,87714,9601,7200,2152
0,6,1,87795,8075,7600,2152
0,3,2,69003,8197,6500,825
0,5,1,77563,7940,8000,1155
0,5,1,85878,9510,8400,1893
0,4,1,73855,9358,8135,686
0,7,1,74099,8919,9835,1689
0,3,2,74779,11120,9600,1389
0,6,1,82020,8754,9635,594
0,3,1,75220,10351,6735,1155
0,4,1,67696,8507,7400,1703
0,4,1,71453,6745,7900,1506
0,5,2,89170,5699,5335,853
0,4,2,81472,7344,6500,1113
0,3,2,89289,11338,7600,1503
0,6,2,57205,3931,4735,1086
0,5,1,85860,4604,3700,1243
0,4,2,77810,8645,6635,569
0,5,1,74895,5466,5800,1389
0,3,2,20204,6140,5935,462
0,4,2,82599,10510,9135,1503
0,3,1,87690,11430,7600,853
0,4,1,82332,10045,7600,1243
0,3,1,85419,9157,7500,2152
0,3,2,50868,9757,7700,837
0,5,1,72604,8026,7635,686
0,3,1,82566,10281,7500,1373
0,3,2,80495,8703,6700,1113
0,6,1,81271,6285,5700,1373
0,6,2,46053,9482,9635,1116
0,4,2,73562,8843,8935,1389
0,3,2,55708,8381,7400,837
0,4,NULL,73536,11385,8000,1506
0,2,NULL,84917,15390,7700,983
0,2,NULL,80251,10012,6900,1243
0,4,NULL,72038,7602,6200,1506
0,3,NULL,86227,10510,7800,1633
0,5,NULL,69915,4935,4900,1215
0,4,2,69278,8052,7600,1118
0,6,NULL,81857,7012,7900,1113
0,2,NULL,82941,10192,7200,983
0,4,NULL,71833,9218,6600,1623
0,4,NULL,73172,8291,6800,803
0,4,NULL,62657,7963,7300,1118
0,3,NULL,74866,10088,6100,1623
0,3,NULL,62093,7012,5000,1215
0,6,NULL,78948,14137,11400,1623
0,6,NULL,90536,4285,4200,1341
0,5,NULL,55275,7479,7200,920
0,8,NULL,64657,6101,6800,1515
0,3,NULL,69751,11518,9900,1215
0,4,NULL,54262,12202,9800,1086
0,3,NULL,40572,6158,5600,482
0,6,NULL,47998,6348,6700,1328
0,5,NULL,46254,5372,5800,975
0,6,NULL,73881,8090,5700,920
0,3,NULL,42480,9814,7100,1328
0,2,NULL,78673,8918,7700,803
0,4,NULL,80476,17102,12000,1893
0,6,NULL,78469,11279,9400,1740
0,3,NULL,76969,9466,6700,1155
0,6,NULL,88019,6156,5600,1633
0,5,NULL,50201,8411,7600,920
0,6,NULL,81335,4455,4600,1243
0,4,NULL,61835,10645,7400,1118
0,8,NULL,84714,4071,4100,1283
0,4,NULL,62895,8238,7900,1118
0,9,NULL,92497,8729,9400,2218
0,6,NULL,49534,4500,5000,482
0,3,2,78559,6837,4435,803
0,3,2,83520,10624,7300,1763
0,3,2,68010,10579,7635,728
0,4,2,65318,8295,7500,1703
0,4,1,53690,8006,7200,1500
0,5,1,81660,8396,7900,1503
0,4,2,76872,6699,5335,1389
0,7,1,53756,6518,8500,1634
0,7,1,78847,6781,7700,2274
0,4,2,84209,8013,7500,2152
0,3,2,70221,9577,7800,1974
0,6,1,77735,7665,8000,1155
0,6,1,84893,9184,9600,594
0,9,2,69884,2816,4800,1613
0,5,1,58754,5750,7000,1500
0,3,2,71829,8718,7300,1155
0,3,2,59036,6194,6400,505
0,4,2,55412,6873,6300,671
0,3,1,66054,10004,8000,728
0,3,2,62918,5565,5800,533
0,4,2,75382,7525,6300,1272
0,4,2,85265,7538,7100,1763
0,3,2,52894,5565,5735,505
0,3,2,57682,7454,6035,920
0,2,2,46365,8169,7500,693
0,6,1,83545,7923,7735,1633
0,4,1,62465,5729,5700,1020
0,3,1,77065,11712,8500,1389
0,6,1,88502,8155,8035,1243
0,4,1,50302,7757,7900,671
0,4,2,71482,6261,6535,569
0,4,2,71077,6561,6635,569
0,5,2,80605,8413,7400,1503
0,6,2,55932,4106,5335,671
0,4,1,68692,7913,8300,728
0,4,2,79468,6566,7000,803
0,6,2,77938,4221,4400,1389
0,2,2,78950,9370,8435,1155
0,8,1,87800,6993,7400,1543
0,7,2,64087,4058,5400,1711
0,3,1,89245,15945,8500,983
0,7,1,66836,6696,8100,1320
0,7,1,91155,10611,8900,2218
0,8,1,61456,5741,6500,1711
0,9,1,92389,5323,6200,1930
0,2,1,76694,15206,10330,920
0,6,1,52764,11094,11200,754
0,4,1,63091,5277,5500,1020
0,6,1,83173,5935,5100,594
0,4,1,77896,11582,9800,803
0,6,1,38635,5632,6100,582
0,2,1,73327,11209,8300,1272
0,6,1,85137,4815,6200,1243
0,4,2,47727,6389,6400,623
0,4,1,74211,5681,5100,920
0,9,1,73812,3367,4600,869
0,3,1,71559,10130,7300,1974
0,5,1,64121,7876,8700,1215
0,5,2,51205,4744,5100,920
0,4,1,85929,11401,8500,983
0,4,2,53275,5395,5700,920
0,5,1,82610,7571,6600,2282
0,6,2,81668,6243,5335,983
0,6,1,60937,4709,5500,1898
0,6,2,54783,3778,4700,671
0,7,1,77948,3724,5300,1220
0,7,1,70604,6727,7835,2040
0,5,1,77983,8677,8235,1389
0,3,1,54287,7552,4400,920
0,2,2,87047,10256,7300,2152
0,5,1,88511,5566,6100,5092
0,5,1,83749,5132,4500,853
0,4,1,70004,7938,7700,1272
0,2,2,93929,10256,7300,2351
0,2,2,79321,9555,7535,1155
0,2,2,93455,10017,7200,2351
0,4,1,43151,4406,5900,482
0,3,1,76159,10481,7235,1272
0,5,2,81913,4405,5500,2412
0,3,1,30363,6394,6500,462
0,6,1,76315,4901,6200,4622
0,3,2,62063,8288,7500,923
0,3,2,63124,11035,9700,533
0,4,1,64057,6324,6100,728
0,6,1,57541,8179,9500,1086
0,5,1,61005,9468,9935,1508
0,7,1,79150,7213,7200,1689
0,3,2,58952,5679,6035,671
0,7,1,94619,9619,9200,2218
0,6,2,98728,4844,5335,1341
0,6,1,56405,5746,6635,1003
0,6,1,87448,8042,8500,2152
0,2,2,45830,9555,8435,834
0,3,2,75109,6952,6735,1389
0,7,1,80540,5420,5235,894
0,4,2,81010,9267,8000,1763
0,4,1,78439,9017,8800,569
0,3,2,77504,8703,7400,1038
0,2,2,72801,8537,8500,1974
0,5,1,66997,8056,7700,1313
0,4,1,90661,8020,7000,2351
0,4,1,89265,11124,8300,1633
0,8,1,93432,6505,6800,1641
0,4,1,65385,7638,7600,728
0,3,1,79535,10063,8300,1974
0,4,2,85375,7802,7900,2152
0,5,1,76831,4304,4900,686
0,4,1,76996,7769,8000,1272
0,3,1,83854,10046,8100,2152
0,3,2,67951,9229,8400,1703
0,3,1,79075,18921,11000,569
0,6,2,79025,4885,5500,1974
0,5,2,86569,6606,7500,2152
0,6,1,85737,9614,9600,1243
0,4,2,81153,8656,8200,1113
0,6,2,83957,6737,6700,594
0,2,1,64858,NULL,9100,825
0,3,2,58202,6345,5100,505
0,4,1,56830,8656,7400,837
0,5,2,89893,9018,7900,594
0,6,1,92810,10226,10500,1918
0,5,2,83125,3839,5000,1243
0,5,1,76778,6308,6400,920
0,8,1,67097,3296,4400,1125
0,3,1,81237,8471,6500,853
0,3,2,70935,7480,5600,1155
0,6,2,94347,3914,4300,1341
0,4,1,53285,10615,9800,505
0,3,2,50052,5718,6400,505
0,4,2,60359,6006,5600,825
0,7,1,69505,2813,4100,1320
0,6,1,69445,6344,7500,923
0,4,2,59784,6248,6100,1086
0,8,1,69844,3996,7100,1418
0,5,1,76325,6382,6800,1272
0,6,1,97328,9156,10300,1053
0,5,1,76157,6427,5200,920
0,3,1,72091,14893,7700,1155
0,4,1,92409,13918,9635,765
0,4,2,38335,7126,6500,582
0,3,2,79330,7015,5935,1389
0,5,1,81868,7449,6600,1763
0,6,1,46652,9072,11700,693
0,4,1,85852,9235,7100,1633
0,4,1,86849,7757,6200,853
0,3,1,55411,7425,7935,671
0,5,2,56231,4775,6200,1169
0,4,1,86345,9614,8300,1373
0,6,1,85968,4717,6400,1763
0,8,1,87632,2984,4300,1543
0,3,2,48919,11170,10700,482
0,3,2,78592,7015,5435,1389
0,6,1,89520,6852,7630,723
0,7,1,77540,5709,4935,2508
0,3,2,88865,12496,9500,1503
0,3,2,53293,6651,5700,671
0,4,1,74728,7090,6535,569
0,5,2,67680,8049,7100,825
0,4,2,69421,6196,4500,728
0,2,2,70060,8687,7400,1155
0,3,2,77971,5792,5335,803
0,6,1,87794,10137,9335,1763
0,3,2,84678,8381,6635,1113
0,6,1,84150,7239,6935,983
0,5,1,61746,9724,9835,728
0,4,1,86848,7308,7700,1633
0,6,1,61565,7051,6635,1118
0,4,2,68953,8395,7000,533
0,6,1,84555,7594,8100,1503
0,6,1,74600,6616,7100,1155
0,6,3,84125,9845,9800,1113
0,4,1,83176,5578,5600,983
0,2,2,71100,10950,9600,1038
0,4,1,62188,10360,10300,1215
0,3,1,68637,9974,8630,1703
0,3,2,87007,8221,7930,1373
0,5,2,96863,7923,6800,1630
0,3,1,90283,9974,7830,2351
0,5,1,93258,9640,9300,620
0,6,1,80773,8083,8700,1243
0,3,1,83325,14528,10030,723
0,5,2,73842,5285,5900,803
0,2,2,77714,11814,10000,1038
0,4,2,89094,8894,7200,853
0,5,2,80824,6128,6200,594
0,3,2,80208,9106,7300,2152
0,5,2,77370,4655,5100,1155
0,4,1,94596,13319,8600,1774
0,5,1,96412,5307,3700,1341
0,6,2,65289,4524,5400,1215
0,7,1,83501,5205,5600,894
0,5,1,62498,10668,10000,1606
0,8,2,81875,2779,4200,894
0,3,1,89708,9930,7900,2152
0,5,2,83712,7998,8100,594
0,5,2,89501,4763,3600,1243
0,2,2,85523,10784,8330,1633
0,6,1,73202,12338,11600,803
0,3,2,78334,11573,7900,1506
0,7,2,87830,4434,3700,1153
0,2,2,85365,9167,7630,2152
0,6,1,94236,3751,5100,1341
0,6,2,60351,6286,6700,533
0,7,1,88709,6429,6800,1803
0,4,2,90199,6872,6900,1918
0,8,2,96541,3300,4300,1353
0,8,1,62617,3494,4300,1320
0,6,1,96876,3484,4100,1341
0,3,2,74400,11129,10035,569
0,4,2,77219,7861,6400,1272
0,4,2,68699,8152,7100,1215
0,6,2,33324,5454,6100,882
0,6,1,80335,5734,5600,2152
0,4,2,85711,6801,6200,594
0,5,1,87266,5447,5200,983
0,2,2,62660,8807,8000,1020
0,5,2,59823,5676,5400,754
0,5,1,64530,7772,6900,825
0,3,2,55730,8152,8500,505
0,6,2,84989,4646,4600,1633
0,6,2,83882,4503,4500,594
0,5,2,67369,4733,4800,825
0,3,2,65344,8188,7535,533
0,6,1,64184,5657,7235,1118
0,5,1,83657,10233,8200,1633
0,7,2,91130,6772,6600,1353
0,4,1,54769,4547,5700,671
0,4,2,53892,6225,6100,505
0,7,1,94669,3331,4400,1641
0,5,1,81935,6735,7100,1373
0,4,2,65448,7127,7200,728
0,4,1,54904,6089,6000,505
0,5,2,61248,4732,6000,1703
0,6,1,93032,8043,8235,1053
0,4,1,76187,14424,10800,1857
0,3,1,63011,10772,7900,1118
0,2,1,71792,13426,8430,803
0,3,2,84331,8615,7730,1373
0,8,2,59196,3554,5300,1800
0,9,2,83915,2878,4500,2063
0,5,1,75216,9967,9100,1857
0,3,2,92837,9089,6830,1918
0,4,1,95295,4985,4835,1053
0,3,2,89929,9121,7730,2152
0,4,2,68043,5977,5900,1215
0,4,2,72188,4969,3600,569
0,5,1,76764,5681,6000,1038
0,5,1,83525,7478,6900,1763
0,2,1,97797,10838,7900,1485
0,2,2,81466,9167,8130,2152
0,4,1,91573,5578,5200,1053
0,5,1,66873,4921,5600,1020
0,6,1,93952,4254,5100,1053
0,4,1,81398,11909,8900,2152
0,5,2,91077,5328,6000,1918
0,5,1,98161,5314,5600,1341
0,2,2,62216,9162,7800,923
0,3,2,78291,8939,7430,1974
0,2,1,69903,13504,8830,728
0,3,2,66339,8696,7230,1020
0,7,1,98545,4885,4900,1353
0,6,1,73695,8255,9100,1974
0,6,1,73329,8172,8900,1740
0,5,1,93749,11319,11600,1053
0,6,1,72918,5359,5800,569
0,3,2,68986,6786,4900,1215
0,3,2,67146,6981,6100,1215
0,4,2,72654,8649,7400,686
0,4,2,60509,8347,7700,923
0,4,2,71062,8217,6800,1038
0,3,2,80658,7759,6600,2282
0,4,2,67961,8347,7100,923
0,3,2,70629,8132,7100,1038
0,5,1,80457,7087,6900,2282
0,4,2,60178,8313,7000,923
0,2,2,85978,7872,7400,1373
0,3,2,69305,7764,7900,1801
0,5,1,73660,5075,5400,920
0,3,2,79550,8527,7300,1038
0,4,2,76474,8170,7200,1038
0,4,1,77041,5706,5835,1155
0,4,2,60044,7415,6100,1215
0,6,2,46230,4207,5400,834
0,5,2,58563,7706,7900,1003
0,4,2,67942,7029,6100,1215
0,3,2,65744,9217,7900,1703
0,3,2,77074,7627,7100,2091
0,2,2,80058,7872,7500,1373
0,3,2,82565,8398,6400,1113
0,4,1,71791,7692,5900,1623
0,4,2,69995,6351,6200,1215
0,4,1,81774,5337,5700,1243
0,3,2,79543,8720,7335,1974
0,3,2,79166,9121,8000,1974
0,2,2,71453,9759,7900,1038
0,4,2,64508,8449,6900,923
0,3,2,80146,9217,7400,2152
0,7,2,74727,3518,5300,2508
0,4,2,57609,6991,6300,1086
0,3,2,73409,7924,7600,2091
0,3,2,72212,8062,7300,1272
0,2,2,72639,9230,6635,1155
0,3,2,69107,9217,7900,1703
0,3,2,71879,7731,7300,2091
0,4,2,78545,8225,7135,1623
0,9,2,87274,2309,4335,2063
0,4,2,84402,8347,6700,1113
0,7,1,48893,3608,5935,923
0,2,2,81026,8132,7500,1373
0,3,2,79309,9217,7800,1974
0,8,1,78554,3312,4800,1455
0,3,2,88446,9279,7100,2152
0,5,1,75028,8032,7835,569
0,2,2,79166,9283,7100,1038
0,3,2,66568,8298,7300,923
0,7,1,76827,5580,7600,1806
0,5,2,46117,6355,5900,834
0,4,2,55511,7029,6200,1086
0,5,2,42391,6620,7035,482
0,4,2,77943,7723,7235,2091
0,3,2,70405,8207,7200,1038
0,3,1,66616,10641,7600,1118
0,5,1,67287,4608,5200,630
0,2,2,75330,12225,8900,1623
0,5,2,73430,4587,5000,1389
0,6,1,70961,10868,9900,1623
0,3,2,69985,7878,7700,533
0,8,1,77367,7140,7000,1220
0,3,2,80529,6981,4800,1503
0,3,2,90928,9041,7030,2351
0,2,1,68072,12313,9430,630
0,3,2,88910,7666,6200,983
0,2,2,61355,11504,10030,1215
0,4,2,78430,4631,4100,803
0,2,1,53207,7587,8000,505
0,5,1,70068,4943,5600,1155
0,6,2,78096,4046,4000,803
0,2,1,62557,8727,8200,533
0,5,2,68206,6749,8435,630
0,2,1,95462,12943,8800,909
0,5,1,78642,9284,8800,569
0,7,2,75526,3888,5800,1923
0,2,2,79948,8148,7100,1272
0,2,2,78303,9860,8035,1389
0,4,2,65685,8622,8600,728
0,3,2,76829,5988,6300,803
0,7,1,71043,4998,7100,1806
0,2,3,55675,9189,8200,920
0,2,2,85501,9690,7435,2152
0,3,1,77455,6331,5100,569
0,3,2,71732,8445,7535,1155
0,3,2,78648,6468,5800,1389
0,4,2,64347,7867,6600,923
0,5,2,49414,5448,7800,1116
0,3,2,69893,8634,7435,1020
0,5,2,50320,6729,7200,588
0,6,1,77163,9940,9100,1740
0,5,2,75009,4860,5700,1155
0,3,2,60920,11934,10300,1215
0,3,2,51301,13209,10535,505
0,3,1,64025,12837,8800,1215
0,5,1,69643,6007,6900,1703
0,3,2,83027,11275,10000,1503
0,4,1,65766,6905,6300,728
0,6,1,78648,5857,6600,686
0,4,1,81254,10266,9300,1373
0,9,1,71972,3239,4400,1689
0,7,2,79596,4439,4700,2274
0,3,2,67373,9237,7900,1703
0,4,3,43510,7125,5200,975
0,3,2,89055,9129,8200,2152
0,3,2,87617,9279,7500,2152
0,4,2,80977,6643,5935,594
0,3,2,58421,9237,8100,1500
0,4,2,61201,7239,6300,1215
0,5,2,65025,5498,5400,728
0,4,2,55122,7239,6000,1086
0,4,2,43878,7415,6200,975
0,4,2,53862,7409,6000,1086
0,5,1,64105,5815,5135,1215
0,2,2,70501,12812,10200,569
0,7,3,86692,8183,9535,2063
0,3,2,75297,8159,6700,1038
0,3,2,69295,8703,8000,1703
0,4,2,63404,6168,6000,533
0,4,2,82084,7409,5900,1503
0,6,1,85173,11071,10300,1503
0,8,1,37158,3746,5100,1601
0,3,2,82732,7865,6600,1113
0,4,2,50582,7547,6500,1086
0,8,1,72437,6179,7635,869
0,5,2,78860,6487,5500,1623
0,3,1,88132,11201,9100,723
0,2,2,81295,9595,7700,2152
0,7,2,75246,5543,5000,4922
0,5,1,94703,4733,4700,1053
0,3,2,68110,9237,7900,1703
0,5,2,73676,4500,4200,1389
0,6,1,76728,10454,11100,1623
0,4,2,84319,8359,5500,1113
0,3,2,94127,9011,6000,2351
0,3,2,65967,9129,8000,1703
0,4,2,58815,7644,5900,1086
0,2,2,65925,7910,6000,1215
0,3,2,92372,8133,7100,1774
0,3,2,84074,9279,7800,2152
0,4,2,92532,8248,7135,620
0,3,1,79615,9337,7500,803
0,4,1,89244,6963,5735,983
0,6,1,93903,6706,7300,1341
0,7,1,88943,3402,5000,1283
0,4,1,67218,5667,5600,1118
0,4,1,96239,11934,6900,2351
0,7,1,71668,7141,5200,6208
0,7,2,73159,3436,4900,1923
0,4,2,76541,5611,5535,569
0,3,2,80738,8491,6800,1373
0,6,2,79393,4618,5300,569
0,6,1,56795,5577,6835,837
0,6,1,86058,9257,8835,723
0,4,2,73400,8217,6600,1038
0,6,1,80302,4491,5600,983
0,5,2,86266,3405,3900,853
0,4,1,76149,7540,6000,1623
0,3,2,81435,8282,8100,2152
0,3,2,82292,7627,6800,2282
0,5,2,75191,5950,6000,1623
0,5,1,75134,6406,4900,1272
0,8,1,66856,4081,5700,1125
0,3,2,50927,8799,7900,1003
0,3,2,93175,9011,6400,2351
0,3,2,81008,11389,9300,1503
0,2,2,56426,8894,7485,671
0,3,2,68078,8922,7900,1703
0,3,2,69506,9279,8100,1703
0,6,1,81517,8574,10800,1503
0,5,1,90598,10711,8300,1918
0,5,1,98363,7384,6235,1774
0,6,2,56919,7132,9000,505
0,4,1,93370,13680,10900,2206
0,3,2,79151,8326,6930,1155
0,3,2,58125,6947,6000,671
0,6,1,65504,9891,10700,1411
0,4,2,70025,4791,5100,569
0,5,2,65265,4500,5200,1215
0,3,2,46772,5324,5800,482
0,8,1,92674,7503,9800,1785
0,2,1,72992,7911,7800,569
0,2,2,71318,11504,10430,1389
0,5,1,75855,5695,5400,1038
0,9,1,71882,3054,4000,2274
0,2,2,76766,8666,7830,1155
0,3,2,43817,5474,4700,482
0,5,1,69835,9111,9200,728
0,5,2,88241,4547,5200,983
0,4,2,62760,6089,5200,533
0,8,2,77508,2738,4800,1455
0,4,2,43884,5694,5835,975
0,3,2,49400,6206,5600,623
0,6,1,73481,4096,5300,920
0,2,2,81303,10644,7500,2152
0,6,1,87207,6426,6735,723
0,3,2,77979,6325,5635,920
0,5,1,83536,9401,7900,2152
0,3,2,81732,6117,6000,1503
0,7,1,97644,3237,5000,1353
0,5,2,92928,8038,6900,1630
0,5,2,79245,6305,6435,569
0,5,1,65844,6918,9435,1215
0,6,1,80748,7095,8300,1243
0,4,2,74139,5321,4600,1155
0,5,1,87903,9172,8900,1893
0,2,1,71193,10961,7535,1974
0,6,1,79146,6191,8000,686
0,5,1,62369,4914,4935,1020
0,6,2,74712,3992,4800,1155
0,2,2,37726,6909,5335,462
0,7,1,83961,6385,7435,2193
0,4,1,70415,6801,6335,569
0,6,1,75614,7095,7900,1155
0,2,2,76319,8050,7635,2091
0,7,1,74016,6320,7100,2274
0,4,2,57245,7199,7100,505
0,5,1,89571,11292,9235,1113
0,6,1,69294,6510,6200,923
0,4,2,83233,7695,7835,983
0,5,1,78270,4595,6000,920
0,3,2,90634,11969,9415,620
0,3,2,67398,6344,5985,533
0,3,2,64107,9554,7600,1411
0,5,2,74780,4696,4565,1389
0,5,2,79986,6749,7200,686
0,6,2,77204,4572,6185,1974
0,5,1,86943,6820,7200,723
0,4,2,55971,5206,5685,1086
0,6,1,76967,9319,10115,920
0,4,1,87198,8208,6585,2152
0,4,1,88589,7250,6185,1373
0,6,1,81075,6041,6685,1373
0,5,2,85676,4709,4365,983
0,7,1,90676,6527,7400,2651
0,4,3,78226,8584,7800,1272
0,3,2,78009,11271,10350,569
0,3,2,69806,6671,4965,533
0,5,1,72837,6058,7600,569
0,4,1,84264,11128,10015,1243
0,3,2,57659,6765,6185,1086
0,4,2,81836,7899,6685,1373
0,4,2,63895,6465,3765,1215
0,4,2,60992,6492,7300,728
0,3,1,68303,11955,8700,728
0,8,1,91959,7361,8100,920
0,4,1,84597,5507,5185,1243
0,4,1,91445,5718,5065,1053
0,3,2,84273,13149,9715,1503
0,2,2,76741,10045,7200,803
0,6,1,75482,11179,11525,1155
0,4,2,91282,5641,5285,909
0,8,2,92596,3934,4165,920
0,7,2,106920,4076,4065,1750
0,5,2,86346,7840,7200,594
0,4,1,89477,5281,5065,1243
0,5,1,44831,5974,6185,623
0,2,1,63666,9568,6920,923
0,5,1,88114,11854,10515,1243
0,6,1,80971,NULL,9100,1373
0,3,2,95014,6002,5485,909
0,4,2,87615,8386,8300,723
0,6,1,89115,8377,11115,1763
0,4,1,94775,5718,5485,1053
0,7,2,50666,3804,6085,1800
0,3,2,95804,9842,7835,2351
0,5,1,84573,6213,6885,1633
0,5,1,83988,7523,6085,1113
0,3,1,89620,17796,8700,2152
0,5,1,71866,5547,7500,1974
0,7,1,91249,3769,5685,1065
0,5,1,57005,9968,11425,754
0,8,2,85560,3946,2340,1803
0,5,1,74692,4917,4965,1155
0,5,1,80059,5252,5760,2152
0,6,1,85716,7097,7800,1243
0,3,3,83428,15730,10050,983
0,4,1,75179,5662,5885,920
0,3,2,69533,7986,7020,825
0,4,1,90636,13073,8935,909
0,3,1,105275,7457,4000,1450
0,4,1,86620,8995,5985,1763
0,3,2,78091,12101,9915,1389
0,4,2,36679,4783,5185,582
0,3,2,92311,12170,9615,620
0,5,1,42208,5488,5220,553
0,5,1,100592,5068,3900,2891
0,3,2,55885,8372,7700,920
0,4,1,73859,16620,12525,569
0,5,2,99040,4465,4365,1341
0,5,3,76143,10617,8700,920
0,4,1,73161,6313,5535,803
0,3,1,77651,9054,7435,1155
0,4,2,102028,6597,4165,970
0,3,2,68692,8971,8200,923
0,9,1,70496,4657,6485,1689
0,5,1,86590,6108,6185,2152
0,7,1,86674,7651,7500,1023
0,7,1,89600,5095,4165,2712
0,5,1,79463,7926,9440,920
0,5,2,71355,4283,6240,1623
0,3,2,87177,11919,7840,1633
0,5,2,83267,5521,6140,594
0,2,2,89912,8104,6465,1763
0,5,1,80677,10288,11175,1763
0,5,1,57839,9934,10775,754
0,5,1,84264,8079,6485,983
0,5,2,79015,4897,4585,569
0,4,2,89090,7059,5985,1763
0,7,2,66800,5296,5765,833
0,5,1,72099,8732,7685,1389
0,9,2,69365,2400,5700,1320
0,9,1,79513,7717,7580,1689
0,6,1,79854,5923,6880,1272
0,5,1,67198,11210,10800,825
0,6,1,70771,7436,7580,686
0,4,1,78647,10314,8575,920
0,4,2,74370,8037,7375,1623
0,7,2,67559,5032,5865,2198
0,4,1,86899,9878,7885,983
0,4,2,68470,6135,5965,533
0,5,1,87406,7981,7195,983
0,2,2,57525,11331,8795,1003
0,3,1,73396,13888,9385,1974
0,3,2,64804,10331,9095,1215
0,7,1,84160,7073,9285,1543
0,4,1,82839,9898,7295,1503
0,5,1,84499,8394,6895,983
0,6,1,64175,3784,5885,630
0,3,2,78112,11264,8695,1389
0,4,2,61531,9229,7685,1215
0,7,1,88843,5487,6685,1283
0,5,1,94603,7736,6985,1485
0,3,2,85554,10957,7095,1503
0,4,1,63932,7284,7285,728
0,4,2,80886,7841,6885,1763
0,2,2,81495,9245,8595,2152
0,2,2,81861,11055,8895,1373
0,2,2,82400,12375,8695,1763
0,3,2,71107,8965,6085,1155
0,7,1,72861,3408,4175,1220
0,4,1,68674,6854,6585,728
0,4,2,75973,8001,7485,1974
0,5,1,72950,5862,6485,803
0,7,1,75456,9750,9485,1220
0,3,1,84440,10105,7585,2152
0,5,1,67967,6043,5860,1118
0,2,2,50436,6869,5960,671
0,4,1,84729,8633,8075,594
0,1,1,77758,10490,7575,1974
0,1,1,87013,11786,7275,2152
0,1,2,66400,12455,8380,1215
0,2,1,62145,10429,7580,1703
0,3,1,75447,8321,5050,1974
0,5,1,84901,8118,8330,2152
0,4,1,70011,12992,10230,569
0,4,1,77422,4684,4975,1155
0,2,1,86531,12699,7880,1633
0,2,2,67125,6134,5465,533
0,4,1,70281,10249,10730,1623
0,4,2,85746,9567,8980,1763
0,5,1,91935,8217,8030,2206
0,2,1,81809,10265,6565,2152
0,3,2,71447,6140,5265,803
0,5,1,63986,11443,11105,1118
0,4,1,83114,8416,6365,723
0,3,1,69523,9009,5865,1703
0,5,1,69349,8088,6965,1020
0,5,1,79642,8039,7380,569
0,3,1,82471,8072,5365,1633
0,3,1,77947,12654,9880,686
0,2,1,85861,10256,5765,2152
0,2,1,77317,14359,7280,1623
0,3,1,83264,8747,6065,2152
0,3,1,96265,4934,4050,1053
0,4,1,94684,10815,8680,2351
0,7,1,90075,6149,7230,2651
0,4,1,88619,8274,7630,1503
0,4,1,77961,10997,10455,1857
0,4,1,63181,6471,6265,533
0,4,1,85106,8603,6515,1503
0,4,2,84240,8169,6590,1503
0,3,1,68850,11586,7780,1118
0,4,1,55929,11344,11005,1086
0,5,3,52029,6160,6965,920
0,3,1,58752,8778,6965,1003
