VehicleAge,VehBCost,WheelTypeID,VehOdo,MMRCurrentAuctionCleanPrice,WarrantyCost,IsBadBuy
3,4110,2,71894,1,803,1
2,6685,1,85283,10605,2152,0
6,8170,1,81819,10235,1503,0
4,6490,2,83618,8114,1373,0
7,7930,1,82742,9336,1153,1
4,5300,1,67376,5213,533,1
3,7685,2,75125,10717,1272,1
5,8055,1,87379,9152,1503,1
7,4510,1,60360,4177,1320,0
3,8240,1,65177,13297,1215,0
6,4115,1,77995,3632,1455,1
2,6400,1,35547,6807,462,0
6,5800,3,70766,6695,1923,0
3,6880,2,78361,8808,569,0
9,5635,2,57294,4138,888,1
3,5450,2,69402,6369,728,1
5,6005,1,65603,5929,1703,1
5,5845,1,80287,6451,1503,1
5,6255,1,71847,0,2499,0
2,8590,1,76829,13536,1272,1
7,6130,1,94690,6016,1641,1
2,5455,2,75514,7226,803,1
8,4980,1,95795,4739,1209,0
6,10500,1,84123,9206,2063,0
5,9500,1,66681,9174,728,0
3,5105,1,88146,6867,1763,1
3,5600,2,51109,6461,1086,0
7,4800,1,77951,3975,1923,1
5,7810,1,62498,9951,1703,0
5,3670,1,98863,4745,2639,1
2,7500,1,52559,8140,754,0
5,8000,3,77532,8759,2091,1
5,4700,2,77617,4737,1155,0
4,8300,1,64896,8864,1313,1
8,3980,1,61201,4154,1906,1
7,4005,1,88671,3386,1543,0
6,9175,1,84010,9661,1763,1
3,7160,1,84997,8844,1633,0
6,7150,2,63334,7440,825,1
7,8385,1,86537,6679,894,0
6,6815,1,81846,6068,1933,1
5,5470,1,51513,4915,1251,1
7,4400,1,94669,3331,1641,0
4,7705,1,79941,7759,2091,1
4,7000,2,55903,9687,1169,0
5,6625,2,65722,6923,1508,1
4,6945,1,87048,7979,853,1
4,6850,1,52852,7858,1086,0
4,6480,1,79868,6325,569,1
5,8165,1,82113,7895,723,0
5,4170,1,97930,4688,1630,1
2,10045,1,83165,13672,1503,0
5,4600,2,72182,3405,803,1
5,4705,2,40817,3379,482,1
7,4265,2,95048,3976,2651,1
3,6770,2,66896,8096,825,1
1,9200,2,42572,9405,834,0
5,4685,1,69824,5519,533,1
2,8295,2,52159,9028,920,0
4,6100,2,49165,6626,975,0
5,5510,2,89736,3749,1243,1
5,6500,1,70733,7204,5908,1
4,4475,1,85915,4383,983,1
5,9300,1,71479,9172,1740,0
3,11235,2,79155,14172,1155,0
8,4060,1,65769,3128,2198,1
8,4525,1,41932,2545,1416,1
1,8300,2,47122,9044,834,0
2,8775,2,80774,11156,1763,0
1,6950,2,50707,8277,754,0
4,4800,1,80371,5130,1243,1
5,4200,2,82838,3415,1763,1
5,5770,1,70787,6421,1623,1
2,9670,1,74758,13521,569,1
3,7580,1,62663,11299,825,0
4,11660,1,75372,10637,920,0
4,6700,1,72851,7382,803,0
3,5670,2,84993,6622,853,0
3,8885,2,59528,8740,1086,0
4,7150,1,85772,9259,1243,0
5,5825,1,98680,6007,2351,1
4,7125,1,61508,8573,923,1
4,6755,2,75615,5478,803,0
3,6200,1,90753,7936,1197,0
6,7255,1,66411,6091,1711,1
7,4035,1,91193,4186,1930,1
9,6445,1,73504,4837,1103,0
6,7450,1,78491,6936,1740,1
3,6950,2,78080,8418,1272,1
5,5190,1,59953,5858,505,0
3,7475,1,76183,9977,1272,1
4,7900,1,88311,9084,1243,0
5,9700,1,87527,12745,853,1
4,5065,1,83316,5092,983,0
8,4450,2,87947,3593,1283,1
5,8500,1,75567,11901,1857,1
4,5600,2,86874,5659,2152,0
4,4110,1,98763,6169,1485,1
8,6595,1,82995,6294,1283,1
6,7640,1,73029,7134,686,1
5,7480,1,73327,7050,569,0
2,6942,2,40651,7599,482,0
8,3610,1,87165,2411,894,1
7,5130,1,77511,2995,1338,1
6,6500,2,78859,6512,569,1
2,8287,1,72701,10145,803,1
3,7880,1,72233,10803,1389,1
4,5095,1,39629,4598,462,1
6,8250,1,83215,8831,3035,0
4,9145,1,61353,11184,1020,0
5,7940,1,79826,8564,1857,1
4,6135,1,86434,9655,983,1
4,5170,1,63207,5137,728,0
5,7100,1,74276,8046,1389,0
6,7720,1,72506,6944,2040,0
6,4200,1,56950,3663,1469,0
2,7235,2,62912,8886,923,0
6,9810,1,79074,9963,1923,0
3,6230,2,83302,8747,2152,0
2,7325,1,73476,8805,920,1
5,3905,2,81778,3035,1243,0
3,7010,2,69215,8165,1411,0
4,10500,1,71523,14786,1272,0
2,8895,1,69146,14879,1215,0
6,3880,1,81880,4465,1283,0
3,6400,1,81025,7104,1373,0
2,6400,2,40285,6919,482,0
4,9695,1,79458,12915,1857,1
7,5350,2,63734,3177,833,0
7,4740,2,89347,4162,2452,1
6,7410,1,65462,6334,1118,0
6,7350,2,85700,5539,594,0
6,6840,2,93311,9295,1918,1
4,10610,1,87070,12752,983,0
7,5100,1,84852,3972,1543,1
3,6755,2,42359,7306,623,0
4,4350,2,80256,7409,1503,0
3,5645,2,66655,6063,533,0
8,3295,1,106915,3999,1270,0
3,7300,1,89525,10606,1633,1
7,6620,1,89340,10033,1803,0
2,8660,2,69449,9131,923,0
3,7400,2,88424,9817,1243,0
3,10750,1,77150,16124,1272,1
6,6590,1,72096,7855,1740,1
7,5325,1,70980,5422,2799,1
5,5950,1,78152,4748,920,0
6,9540,1,72296,9970,1155,0
4,6050,1,87699,9052,1763,1
4,7300,1,76390,10838,1740,1
4,5945,1,61995,5635,825,0
5,6465,1,41353,6299,482,1
4,4800,2,74770,5723,920,0
3,4450,1,75936,7355,1155,1
3,5800,2,52806,6461,1086,0
8,2600,2,90789,2990,1209,1
4,8500,1,53974,8845,920,0
5,5000,2,42269,6235,975,0
6,7700,1,70562,4981,1455,1
6,6410,1,72503,5879,1455,0
4,6150,2,66568,5796,1215,1
5,11235,1,69806,11911,1898,0
8,4365,3,106565,4000,2390,1
5,7880,2,74949,8145,686,0
2,7745,1,74761,12380,1272,0
2,7240,1,51529,10514,920,0
5,4700,1,74678,3896,1155,0
6,3040,1,76147,3746,686,0
1,8505,1,52646,10123,1003,0
5,5200,2,82066,3900,2152,0
5,5195,2,41221,3898,482,1
4,5995,2,73696,5699,803,0
1,7000,2,42035,10209,975,0
3,6385,2,59709,7811,754,1
4,5430,2,70830,8646,803,0
3,7610,1,78324,11535,1740,1
3,6545,1,74493,9140,569,1
3,7295,2,67460,7670,1703,1
3,5935,2,51855,6723,1086,1
5,5250,1,79838,5765,2208,0
4,6675,1,80770,7116,1373,1
1,7500,2,52708,9602,920,0
3,9450,1,82763,12981,853,1
6,10550,2,76132,8850,803,1
3,10450,3,89602,11381,1373,0
5,5380,2,41111,4486,482,1
3,7500,1,75655,9757,1389,1
3,6300,2,84380,7901,1633,1
4,8600,1,94596,13319,1774,0
7,9410,1,83124,7982,1803,1
2,10100,1,76261,15422,920,0
2,5335,2,68069,6861,1215,0
3,4980,2,62991,5987,533,1
3,6670,2,56922,6191,671,1
6,11190,1,81647,12854,1633,1
5,6400,1,85199,8288,983,1
3,5200,2,73291,6535,1389,1
4,5660,2,72670,5150,803,1
7,5830,1,80362,5529,2712,0
4,7900,1,69586,8064,728,0
7,4900,2,65967,3101,4210,0
3,7505,2,73890,9121,1974,1
5,4410,2,69187,3626,728,1
3,8575,1,90264,12622,2351,0
4,5360,2,46247,6214,623,0
9,5855,1,88396,5884,894,0
7,4670,2,80291,3821,2063,1
2,5700,3,26821,5684,462,0
4,7125,2,87155,8946,594,0
2,6035,2,58568,6937,505,1
2,7890,1,65667,8711,1703,0
7,7695,1,85250,6254,1543,0
3,10450,1,73612,14174,920,1
4,5300,2,57925,5102,1086,1
6,5400,2,89204,3900,1633,1
4,6230,1,83808,7658,1633,0
5,3940,1,81264,5298,1503,1
2,8055,1,58012,11638,1003,0
3,9850,1,72272,16594,920,0
3,5745,1,80620,7826,1503,1
6,5090,1,77175,4300,803,1
4,7990,2,44893,7596,1328,0
5,7680,1,74625,6219,920,0
2,8440,2,80280,9368,2152,0
3,7100,2,92433,8282,2351,1
3,8015,1,74471,11582,1623,1
4,6570,1,74273,7158,1974,1
3,5835,2,45397,6874,975,0
8,5300,1,78089,3994,1689,1
3,5195,2,77681,6141,1155,0
7,4515,1,77184,4711,2508,1
5,4735,1,59334,4102,920,0
4,5000,1,79987,5223,1155,0
5,8045,1,78057,8269,1389,0
3,9395,1,94320,20133,1774,1
7,5660,1,81324,3676,2322,0
8,3735,2,88070,2732,2063,1
6,9165,1,78555,8397,1155,0
8,4160,1,87068,2739,2322,1
6,5800,2,84969,4646,1633,0
5,8560,1,59088,9052,1417,0
4,5735,1,70994,7579,1038,1
7,3600,1,95699,3818,1930,1
2,6065,2,81239,7895,1243,0
7,11025,1,80347,9220,1803,1
6,6685,1,85219,7572,1243,0
4,7225,1,81471,9558,1243,1
6,4900,2,79905,4648,2508,1
3,6685,2,83175,10746,1373,0
8,8210,1,92316,5486,1497,1
5,8385,1,87355,12046,2282,1
2,7500,1,59738,9264,1500,0
4,4615,1,66135,4857,1898,1
6,6225,1,83995,6970,1283,1
2,5700,1,67782,7552,1020,0
4,5400,2,47519,5106,975,1
3,7700,1,86409,8282,2152,0
5,4500,2,54120,3519,920,0
4,9260,1,68750,10792,825,0
2,7500,2,47353,8562,693,0
4,7800,1,72968,9334,1155,1
1,8300,2,50700,10227,671,0
8,4800,1,90668,3911,2506,1
2,7690,2,81145,8893,2152,0
4,8000,1,83526,0,1893,0
3,7010,1,85949,9088,2152,0
5,5605,1,80668,6043,2412,0
5,8185,1,84284,8213,1503,1
4,8335,1,67386,6750,1118,1
3,5235,2,69703,6658,1215,0
6,4130,2,79761,3728,1689,1
1,7800,2,50199,8711,920,0
1,6300,2,49122,7242,975,0
6,7650,1,73444,7097,1155,0
4,7210,2,68373,6174,728,0
5,9990,1,78044,11062,1155,1
3,6290,2,80864,9321,983,1
6,5220,2,79855,3463,869,0
3,6100,2,52571,6246,1086,0
7,4800,1,92423,4191,2939,1
6,6120,1,71922,6522,1272,0
8,3900,2,82657,3599,894,1
5,6635,2,59652,6799,920,1
6,7655,1,75916,8219,1740,1
5,3855,1,78946,3670,803,1
5,5005,2,65978,4302,533,1
8,7285,1,88515,5741,894,0
6,4500,2,65605,4296,1613,0
4,2900,1,63886,3248,533,1
3,7000,2,79633,7893,2091,0
7,6925,1,78490,4463,1220,0
8,3640,2,72731,2390,2157,1
8,4305,2,86208,4048,2452,0
1,8345,2,48800,11011,482,0
4,4575,1,88234,7344,1113,0
4,7440,1,83379,7854,1373,0
3,7310,1,70004,9471,2091,1
4,8550,1,79059,9593,2499,0
4,7270,2,77353,8922,1389,1
4,9440,1,77127,10142,1272,0
3,7510,2,68615,8521,1703,1
3,5640,2,47333,8553,905,0
4,4165,2,91043,5025,1053,0
5,6640,1,81230,7602,1763,1
6,8110,1,68264,8590,1320,1
3,8520,1,84353,13384,983,1
6,9400,1,87533,10471,1113,0
3,7410,1,76638,10114,686,0
5,4100,2,82430,4173,594,1
4,7345,1,56983,1,1666,0
9,4900,2,45626,3109,1346,1
5,3845,3,88489,4382,983,0
3,6950,2,78080,8418,1272,1
4,4200,2,85773,6411,594,1
4,4700,2,77995,5153,569,0
3,5425,2,56369,1,754,1
6,9435,1,64802,7312,1711,0
4,8900,1,68668,12414,1411,0
3,5045,2,43274,6615,623,0
5,4200,2,75295,3489,1155,0
7,4875,1,83710,3349,894,0
2,5520,1,49114,6708,623,1
3,5430,1,77099,1,920,1
5,4460,1,70736,4018,803,0
7,3600,1,89406,4249,1543,0
6,6405,1,81049,6790,1803,0
7,4210,1,85653,3054,1933,0
5,4100,1,90522,2646,765,0
7,8810,1,75449,6214,1455,1
3,5020,2,51750,6514,1086,0
4,6155,1,86929,6531,2152,1
4,4845,2,81749,4974,1243,1
6,6100,1,78089,5115,1455,1
5,5960,1,80163,7353,1113,1
2,7000,2,47224,7711,623,0
6,5025,1,60476,2858,930,1
3,7835,1,81152,11688,1373,0
6,6555,1,78044,6045,1220,1
2,6345,2,53163,6404,1086,0
3,6235,2,84342,9389,1373,1
3,8210,1,65442,10455,1118,0
5,6555,1,84097,6806,983,0
7,2665,1,108486,4917,3191,1
4,7075,2,38982,5503,582,0
9,5850,2,80436,3359,1023,1
5,4980,1,78658,4258,686,0
5,7300,1,70541,5650,1155,1
3,8340,1,77700,12599,1506,1
4,6700,1,46731,6920,1328,0
3,9280,1,48741,12390,975,1
3,5890,1,80778,6660,1503,1
4,4445,1,71719,4780,1272,1
3,6590,1,80977,7611,2152,0
6,3900,1,97382,3555,1209,1
5,7015,1,68463,6216,1118,0
3,7770,2,86895,9279,2152,0
6,4180,1,84963,3662,853,0
4,4360,2,85573,6940,1243,1
4,8500,1,70145,9640,1389,1
6,3660,2,61174,4428,1711,1
2,6800,1,50652,7689,1086,1
6,7715,1,75930,6754,2274,1
4,5725,2,74593,6423,803,1
5,8785,1,77752,8239,1389,1
7,3690,2,78058,3938,1923,1
4,5930,1,72585,5333,1389,1
3,3320,2,85161,6935,1503,1
5,4785,1,86231,5269,853,1
3,8250,2,60635,8827,1703,1
4,7125,1,79690,8109,1974,0
5,7100,1,74207,7751,1155,1
8,6260,2,86018,4710,894,1
1,6300,2,51867,7224,1086,0
4,5500,1,65135,9163,1411,1
8,5800,2,71251,5064,1103,0
4,6695,2,66859,6727,923,1
7,5000,1,78931,3515,1689,1
2,7500,1,47718,8225,693,1
5,4280,1,75268,4719,2208,1
9,5200,1,86208,3597,1803,1
2,6920,2,59668,9044,505,1
4,8110,1,62414,10622,1215,0
5,8100,1,93382,10294,1918,0
5,9005,3,74331,9624,803,0
3,5480,1,82651,6725,853,1
8,6235,1,75998,5513,1220,0
1,9185,1,52927,9551,920,1
4,6500,1,68376,7661,1215,0
3,5530,2,65097,5259,1020,0
2,7240,2,64013,8875,825,0
2,6535,2,41386,7160,482,0
7,5930,1,78848,5164,1923,1
5,5300,1,75642,5807,1272,1
2,7535,1,54123,8892,1500,0
4,8195,1,68285,10801,1703,1
1,8200,1,47588,8711,834,0
4,5530,2,73234,5746,1389,0
3,5305,2,56786,5635,920,0
3,6465,2,62273,8438,1703,0
2,6400,2,36271,7136,462,0
2,8485,2,80624,9385,1113,1
2,7485,1,67920,10518,1703,0
7,3620,1,59595,3638,1054,1
4,4445,2,77434,5533,803,1
5,4200,1,87586,5019,1243,1
3,5960,1,63801,6375,1215,0
7,5315,1,67962,4038,1906,1
2,8805,2,43161,8522,834,1
6,3835,1,82956,4162,983,0
4,6300,2,82265,9094,2282,0
5,6000,1,68577,8044,1898,0
8,5620,1,76617,2829,1455,1
6,4980,1,73820,4822,1506,1
6,8415,1,85628,7518,1243,1
5,3905,2,109260,4876,1130,1
4,6370,1,62260,4968,1020,1
7,5010,2,59680,3812,1386,0
6,6100,2,84251,7157,894,1
2,7300,2,49086,8543,693,0
3,8185,1,43751,8525,482,1
3,7415,1,72427,11680,803,1
4,5025,1,66065,5736,1020,0
8,4410,1,84754,3224,2322,0
6,3600,1,93157,3429,1065,1
9,4600,1,76887,4007,1103,0
4,9215,1,79041,12471,1389,1
6,5660,2,56425,5079,1169,0
4,3660,2,90498,5175,1341,1
4,4650,2,78631,4654,569,0
5,5830,1,79743,6471,686,1
9,4040,2,82394,1971,1543,0
6,4140,1,88588,4762,1933,1
4,4895,1,64467,5665,825,1
3,10035,1,59547,12143,1003,0
3,3815,2,78611,4783,569,1
4,6235,1,71499,6991,920,1
6,4010,1,80227,3988,1543,1
2,5745,1,77311,7013,569,1
3,5095,2,87443,6939,1633,0
3,5765,1,81142,6163,983,0
5,9515,1,80982,9240,1243,1
2,8900,2,57247,8824,920,0
5,6185,1,86590,6108,2152,0
5,10825,1,96302,12687,909,0
9,6000,2,81372,3752,2063,1
4,9210,1,87400,11263,1893,1
4,5230,1,70463,5869,1272,1
6,7250,1,88274,1,1283,0
6,6355,1,66334,5498,1028,1
6,4185,2,80001,5425,894,1
3,4900,1,57638,6154,920,0
5,4100,2,82430,4173,594,1
4,6700,2,54748,7639,837,0
3,6800,2,43317,6632,623,0
6,3945,1,89992,4977,2412,1
4,7000,2,49680,8135,764,0
7,7800,1,84048,5950,1023,1
7,3160,1,77816,3316,2040,1
5,8705,2,77692,7724,1389,0
3,10935,1,59754,10658,754,0
5,8355,2,90497,9301,1630,1
6,3705,2,84867,3387,2712,1
5,7135,2,78044,4965,686,1
2,8570,1,74635,9896,1974,0
4,5725,2,83540,5688,1503,1
3,9700,2,57846,11215,1086,0
2,5785,1,72035,7668,803,1
4,4500,2,81633,6444,1503,0
7,8100,1,89994,9005,1153,0
1,7800,1,50074,9341,920,1
5,5230,1,68591,4048,630,1
7,7505,1,71530,6892,1455,0
2,8500,1,49707,9865,834,1
3,7005,1,67627,6447,1703,0
4,6685,2,48100,6208,975,0
7,8390,1,79352,7322,869,1
3,7255,2,59861,9142,1583,1
5,7535,1,57844,7775,505,1
5,5370,2,72834,5551,803,1
3,8490,1,70330,15135,1038,1
1,35900,1,17502,36859,702,1
2,8435,2,70273,9690,1974,0
3,6240,1,80147,8811,2152,1
2,5720,2,62845,6555,1215,1
4,8085,1,79065,10569,1740,1
4,5350,2,68437,7078,1313,0
4,8010,1,61229,6218,728,0
3,5625,2,61162,10460,1215,1
3,5755,2,64566,6530,1215,1
3,10400,2,69941,15015,1606,0
5,10115,1,88017,9836,853,0
4,5495,2,52002,5589,1086,0
6,4480,2,76017,4102,569,0
4,7400,2,83580,8260,1633,0
4,6500,2,78990,6834,2091,0
6,8935,1,83733,9394,2193,0
6,7530,1,68527,7774,1125,0
3,5145,1,70441,5422,1272,0
6,5010,2,89631,4484,2452,1
2,8455,1,71045,12978,803,1
5,3520,1,73504,4218,803,0
4,5400,1,86982,10526,2282,1
2,7800,1,82990,12646,1763,1
3,7125,2,69309,8107,1703,0
3,5900,2,66170,7543,728,0
2,7485,1,79488,8298,1974,1
4,4165,2,102028,6597,970,0
3,8330,1,77172,11358,920,0
8,4345,1,87506,4387,1803,1
3,7935,1,67556,9563,825,0
5,5405,1,93394,4231,1341,1
7,6875,1,89588,6151,2452,1
7,2280,1,81158,3399,1283,1
2,6350,2,69322,8019,728,1
7,7800,1,67811,6133,833,0
5,7755,1,82143,7477,1373,0
8,4200,1,46333,3047,993,0
1,7800,2,52088,9927,920,1
9,5385,1,66179,4557,2198,0
5,5715,1,74609,1,2208,0
4,9045,1,84686,9690,1243,1
4,8185,1,72320,8963,1506,1
2,8280,1,86828,12408,2152,0
4,10180,1,85173,10727,1503,0
1,7630,2,66455,9325,1020,0
4,7535,1,68174,8084,533,1
5,6980,2,71890,7410,1155,0
3,5265,2,56715,7189,920,0
6,5800,1,44824,4797,1769,0
5,7705,1,58790,7537,1169,0
2,9460,1,73086,13749,1740,1
3,6050,2,76560,5468,920,0
7,6970,1,84393,6040,1543,1
4,5040,2,76151,5266,920,1
5,7800,1,70985,8251,1623,0
6,6075,2,68048,5132,1711,0
8,4300,1,83880,3621,1803,0
7,8205,1,86023,7818,2452,1
8,4800,1,89675,5394,2452,1
3,6185,2,47829,5828,623,0
4,5355,1,67078,5921,1020,1
5,3135,1,67937,3309,825,1
8,4995,1,44707,3957,993,0
3,10355,1,75250,16009,1857,1
4,5725,1,63622,5896,825,1
3,5795,2,92040,6823,1053,0
6,6950,1,63584,6653,2141,0
4,6400,1,84223,7354,983,1
5,9810,1,86505,12207,594,1
8,3200,2,77407,3107,1923,1
6,4200,2,54269,2728,888,1
4,6900,2,51073,8359,837,0
8,3585,2,76675,3464,2508,1
3,7000,2,48167,7672,764,1
2,6645,2,81466,8282,1243,0
6,10500,1,86687,8897,983,0
2,7485,1,85707,11788,2152,0
4,10565,1,79208,14295,803,0
8,3035,1,84822,3395,1803,1
4,7340,1,77151,9491,1506,1
2,7160,1,83873,12311,853,0
2,7800,1,77900,10974,1506,1
7,5405,2,87674,4234,5392,1
5,5955,2,78455,4814,920,0
5,5925,1,76128,5794,1389,0
9,4525,1,75878,3926,1572,0
4,10115,1,79353,14485,1857,1
5,8190,1,75231,1,1155,1
4,9805,1,84462,13226,2152,1
4,4280,2,108615,6612,650,0
4,6190,1,82707,9567,1503,1
3,10015,1,50374,14165,1583,0
4,3875,1,82050,5657,1243,0
4,10415,1,68736,10858,1215,1
5,6345,2,71129,3326,1389,1
6,4630,2,89958,3443,5392,1
2,8140,2,77697,9815,1155,0
3,9750,1,75736,14243,686,0
4,5400,2,63275,6584,1215,0
6,7655,1,75916,8219,1740,1
4,6505,1,72809,8474,569,1
6,8285,1,86973,7805,2282,1
1,9200,2,41123,9280,834,0
2,6400,2,35316,7315,462,0
1,7500,1,48081,9599,693,0
5,8485,1,95447,10644,2206,1
5,6900,1,70999,7696,686,0
4,4400,2,87618,4348,983,1
4,7945,2,52315,7050,505,0
4,5630,2,79781,7622,1038,0
6,4685,2,49985,4567,834,1
4,7045,1,75747,7757,803,0
6,10320,1,75371,10453,1572,0
2,8285,2,50036,9434,837,0
4,4500,1,68206,4758,533,1
7,4945,2,83230,4557,1933,1
5,7560,1,53755,7708,1334,0
4,9215,2,89751,9966,1503,0
7,3850,2,77130,2928,986,1
3,8595,2,92606,9734,620,0
3,6305,2,68438,7465,1411,0
6,11045,1,92456,10247,1053,1
3,6200,1,54078,6309,920,0
3,10230,2,68923,12164,533,0
3,7300,2,79027,8680,920,0
4,8570,2,73021,8434,569,0
3,7735,2,50943,9369,671,0
4,7995,1,50987,8616,1086,1
5,8200,1,89796,10422,1633,1
2,8595,2,81495,9245,2152,0
2,7100,2,75614,7493,2091,0
6,7000,1,88172,5939,1243,0
5,6685,1,86125,7523,1113,0
4,6195,1,69759,6171,728,1
5,8835,1,63127,9406,825,0
5,6325,1,72693,7491,2208,1
2,8600,2,47828,8842,834,0
4,8135,1,72114,10843,1857,0
3,7740,2,53380,5731,1583,0
5,8880,1,73364,6666,920,0
5,4010,1,77920,3878,686,1
5,8220,1,87564,7330,1503,0
4,8285,2,98789,10882,1341,1
5,4315,1,77615,4416,686,0
4,7455,2,69587,10156,1118,1
4,7795,1,76781,9690,920,0
6,4555,1,75624,4337,2274,1
3,7400,2,68469,9490,1703,0
4,8945,1,86067,12416,1243,1
9,5426,1,85767,3941,2712,0
2,8205,2,83557,9167,2152,0
6,5200,1,71172,4790,1923,1
8,6000,1,91847,4469,2218,0
2,5870,2,85597,8140,853,1
2,7365,1,79138,9727,1974,0
6,4465,2,79049,3756,1155,0
3,5600,1,68795,7625,728,1
5,6520,1,86886,5827,1633,0
7,3790,1,87200,3798,1543,1
6,6135,1,94901,7119,1641,0
2,7200,1,50104,8609,754,1
5,8885,1,74560,8850,1155,1
2,9105,2,63029,8837,1215,0
9,3445,2,91208,2416,1641,1
3,10175,1,71891,11129,569,1
4,6260,2,83482,8770,1763,1
6,3975,1,89252,4296,1933,0
3,5330,1,60226,6599,1118,0
3,6040,1,62006,9504,1703,1
3,6010,2,79364,7520,1038,1
5,5725,2,89740,8085,1633,0
4,5485,2,63647,5516,533,1
6,11385,1,84205,10612,2063,1
3,5765,2,63018,7192,923,0
8,4395,1,102924,3751,2871,0
5,7815,1,61500,0,728,1
6,8405,1,72062,8453,1857,1
5,7300,1,59854,7225,588,0
8,3265,1,84579,2572,1543,1
7,8085,1,49021,5726,853,1
5,4195,2,92062,3570,1341,1
5,10150,1,78615,12781,1389,0
3,7750,1,64975,9870,923,1
8,4210,2,93146,4354,2651,1
2,6920,2,59668,9044,505,1
5,6195,2,57955,5169,671,0
2,7200,1,50104,8609,754,1
4,10280,2,61009,10784,533,0
2,9055,1,76290,11822,1389,1
4,6905,2,83097,7546,1113,1
2,7555,2,71461,9408,2091,0
5,7600,1,48129,7924,1116,0
6,3850,2,48660,3332,693,1
6,4280,1,41830,4353,482,0
8,5550,2,46438,2906,782,1
2,9455,1,33844,9291,702,0
7,3905,3,80501,3323,2712,0
7,10385,1,56416,8101,1137,1
7,4700,1,81182,3613,1283,0
2,7200,1,54671,8609,754,1
7,4830,1,84547,3606,1153,1
4,4060,2,74647,4660,1155,1
3,7200,1,74746,7103,1974,0
7,3400,1,81794,3874,2063,1
3,5650,1,60241,11491,1118,0
5,7800,1,78870,8127,1038,1
4,5800,1,71405,6930,920,1
5,5850,1,89652,6372,594,1
2,8405,1,57543,11277,1500,0
6,5395,1,57347,5406,3376,0
2,8790,2,82939,11936,1113,0
8,2730,1,72585,3202,1220,1
5,4945,1,78183,5844,2208,1
4,4400,2,75758,6219,803,1
2,6545,1,72661,8841,803,1
4,10590,1,81495,13846,1893,1
3,9850,1,81989,12592,1503,0
5,7440,1,66543,8244,1313,0
7,5150,1,77603,3840,1220,0
4,5005,1,66460,5877,1020,1
5,6550,1,65004,5319,1215,1
6,4375,1,90071,5341,909,1
6,3885,2,97876,4896,1053,1
4,6700,1,74434,7527,1974,0
3,5925,1,45790,7081,975,0
4,6300,2,80163,8347,1113,0
6,4515,2,76877,3825,803,1
5,4455,2,55657,5082,671,0
5,6035,2,74013,4925,569,0
3,7695,1,89240,11179,1503,1
3,6400,2,49176,5718,482,0
5,11065,1,87285,14737,1633,1
4,7430,1,60606,7100,1508,0
3,4900,1,83192,5901,853,0
5,8735,2,65134,7595,1215,0
7,4510,1,77605,3931,1220,1
6,7460,1,63784,7648,1313,1
2,6810,2,24589,7931,582,0
7,9335,1,84706,8935,1543,0
3,9440,2,59291,8094,1086,1
2,7400,1,82087,0,1373,0
7,6860,1,65535,5852,1808,1
5,5120,1,77351,5230,803,1
5,3960,2,96761,3225,620,0
4,9940,1,83547,10091,1503,0
3,8290,2,79177,11452,1389,1
7,3900,1,87745,3725,2322,0
4,6025,1,83085,10819,1893,1
6,4645,1,83202,4894,853,1
1,8135,1,81733,13919,1763,0
7,4175,1,94181,3516,1930,1
4,5580,1,64864,5706,1020,1
5,5690,1,67007,4068,630,1
3,6200,2,82139,7707,1113,1
5,9475,1,72524,9820,1155,1
8,4955,1,74810,3169,2274,1
5,7730,1,86319,7280,723,1
6,4530,1,68490,3642,930,0
1,7700,1,36119,8419,762,1
3,7635,2,63267,10067,1703,1
5,5195,1,70648,4139,920,0
5,7225,1,82608,5920,1373,0
3,5695,1,70627,4137,1155,1
3,7035,1,76914,7076,803,0
5,5700,1,66166,4085,630,1
4,6400,1,75562,7861,1272,0
7,4445,1,58972,0,1054,0
7,8875,1,98095,7657,1497,0
4,4700,2,65711,6429,1215,0
4,5315,2,82051,7375,1503,0
2,7735,2,41549,8164,834,0
4,5100,1,54953,6584,1086,0
6,4350,1,106096,3107,810,1
5,10175,1,97947,12665,909,1
4,9100,1,74661,8337,569,0
6,5930,1,64193,4476,1411,0
4,4320,2,66249,5439,1215,0
6,3898,1,91863,3472,765,1
4,6000,2,52583,5967,1500,0
5,7910,2,80481,8095,594,0
8,3710,1,61457,2921,1125,1
5,3985,1,68492,4148,728,0
5,5635,1,55769,5825,1086,1
3,5475,1,58212,4979,505,1
2,8650,1,76173,11104,1623,1
4,9555,1,80905,12707,2152,0
7,4700,2,74335,4336,4922,0
4,7800,1,41608,7522,623,1
2,7500,1,45435,8225,693,1
4,8635,1,77884,9020,1272,0
6,7000,1,78639,5345,569,1
2,5805,1,63727,6390,1215,1
3,4995,1,88321,6800,983,1
8,2470,1,79048,2391,1220,1
6,4010,1,82546,4576,5392,1
8,5000,1,61273,2777,2198,1
4,7320,1,81264,7240,853,1
4,8215,1,80588,9852,853,0
3,7745,2,65522,11045,1215,0
6,8035,1,73722,6367,686,1
5,8520,1,74480,7921,1389,0
2,8400,1,77166,12068,1623,0
5,4400,1,81219,3730,983,0
3,6635,2,80191,8276,1113,0
3,7475,1,53139,10340,920,0
6,6690,2,81577,6818,1113,1
4,10250,1,63507,9934,1508,0
5,6505,1,74559,7903,1038,1
2,7800,2,51515,9530,920,0
4,5720,2,36123,5426,882,0
1,8300,1,42153,9598,623,0
